paper,id,title,abstract,fos,score
Novel-word pronunciation within a text-to-speech system,2603096619,Proper name pronunciations for speech technology applications,This paper describes 15-year research effort to improve the automatic pronunciation of proper names and details issues involved in applying those pronunciations speech synthesis recognition.,"Speech recognition, Proper noun, Speech technology, Natural language processing, Speech corpus, Speech synthesis, Pronunciation, Computer science, Artificial intelligence",0
Reinforcement Learning in First Person Shooter Games,1566770693,Learning to be a bot: reinforcement learning in shooter games,"This paper demonstrates the applicability of reinforcement learning for first person shooter bot artificial intelligence. Reinforcement is machine technique where an agent learns problem through interaction with environment. The Sarsa(λ) algorithm will be applied to controller learn tasks (1) navigation and item collection, (2) combat. results show validity diversity in","Machine learning, Item Collection, Learning classifier system, Reinforcement learning, Computer science, Robot learning, Control theory, Artificial intelligence",0
Big Data Framework,2155006296,Thoth: towards managing a multi-system cluster,"Following the 'no one size fits all' philosophy, active research in big data platforms is focusing on creating an environment for multiple 'one-size' systems to co-exist and cooperate same cluster. Consequently, it has now become imperative provide integrated management solution that provides database-centric view of underlying multi-system environment. We outline proposal DBMS+, database platform over systems. Our prototype implementation called Thoth, adaptively chooses best-fit system based application requirements. In this demonstration, we propose showcase Thoth DM, framework which consists collection pipeline utility, consolidation dispatcher module, warehouse storing data. further introduce notion apps; app utility registers with DM interfaces its core functionalities like dynamic provisioning resources, designing multi-system-aware optimizer, tuning configuration parameters each system, storage, layout schemes.  We will demonstrate action Hive, Hadoop, Shark, Spark, Hadoop Distributed File System. This demonstration focus following apps: (i) Dashboard administration control let audience monitor visualize cluster, (ii) Data Layout Recommender allow searching optimal setting.","Data mining, Database, Computer science, Data collection, Distributed File System, Big data, Warehouse, Provisioning, Data management, Computer data storage",0
Natural Language Interface Using Shallow Parsing.,1531381759,Natural Language Interface Construction Using Semantic Grammars,"This paper is study on constructing natural language interface to relational databases, which accepts questions as inputs and generates textual responses. The question translated into SQL query using semantic grammar then, database management system left find the result table with its own specialized optimization planning techniques. responses are generated from based another type. Experimental results show that this approach can analyze wide range of high accuracy produce reasonable","Machine learning, Data definition language, Computer science, Universal Networking Language, Semantic computing, View, Natural language processing, Data control language, Natural language user interface, Semantic compression, Query by Example, Artificial intelligence",0
Reinforcement Learning in First Person Shooter Games,2026461969,Creating Autonomous Adaptive Agents in a Real-Time First-Person Shooter Computer Game,"Games are good test-beds to evaluate AI methodologies. In recent years, there has been vast amount of research dealing with real-time computer games other than the traditional board or card games. This paper illustrates how we create agents by employing FALCON, self-organizing neural network that performs reinforcement learning, play well-known first-person shooter game called Unreal Tournament. Rewards used for learning either obtained from environment estimated using temporal difference scheme. this way, able acquire proper strategies and discover effectiveness different weapons without any guidance intervention. The experimental results show our learn effectively appropriately scratch while playing in real-time. Moreover, previously learned knowledge retained, agent is adapt opponent map within relatively short period time.","Falcon, Artificial intelligence, Machine learning, Simulation, Tournament, Temporal difference learning, Artificial neural network, Computer science, Reinforcement learning, Scratch, Adversary, Game mechanics",0
Natural Language Interface Using Shallow Parsing.,2252208536,Prepositional Phrase Attachment in Shallow Parsing,"In this paper we extend shallow parser [6] with prepositional phrase attachment. Although the PP attachment task is well-studied in discriminative learning context, it mostly addressed context of artificial situations like quadruple classification [18] which only two possible sites, each time noun or verb, are possible. provide method to evaluate more natural situation, making compare approach full statistical parsing approaches. First, show how extract anchor-pp pairs from parse trees GENIA and WSJ treebanks. Next, discuss extension PP-attacher. We module [4] analyze results. More specifically, investigate domain adaptation properties both approaches (in case shifts between journalistic medical language).","Natural language processing, Verb, Parser combinator, Parsing, Phrase, Noun, Top-down parsing, Artificial intelligence, Statistical parsing, Shallow parsing, Computer science",0
Efficient Estimation of Word Representations in Vector Space,2761834329,Semantic Wide and Deep Learning for Detecting Crisis-Information Categories on Social Media,"When crises hit, many flog to social media share or consume information related the event. Social posts during tend provide valuable reports on affected people, donation offers, help requests, advice provision, etc. Automatically identifying category of (e.g., individuals, donations and volunteers) contained in these is vital for their efficient handling consumption by effected communities concerned organisations. In this paper, we introduce Sem-CNN; wide deep Convolutional Neural Network (CNN) model designed crisis-related content. Unlike previous models, which mainly rely lexical representations words text, proposed integrates an additional layer semantics that represents named entities into CNN network. Results show Sem-CNN consistently outperforms baselines consist statistical non-semantic learning models.","Semantics, Computer science, Social media, Data mining, Donation, Database, Convolutional neural network, Deep learning, Artificial intelligence",0
Novel-word pronunciation within a text-to-speech system,1267119491,Proper name pronunciations for speech technology applications,,"Speech technology, Audio mining, Speech recognition, Computer science, Chinese speech synthesis, Viseme, Acoustic model, Natural language processing, Speech synthesis, Speech analytics, Speech corpus, Artificial intelligence",0
Efficient Estimation of Word Representations in Vector Space,2760103715,Deeper Attention to Abusive User Content Moderation,,"Moderation, Computer science, Artificial intelligence, Knowledge management, Natural language processing",0
Novel-word pronunciation within a text-to-speech system,1529238635,On the development of a name pronunciation system.,,"Speech recognition, Pronunciation, Computer science",0
Big Data Framework,2204465360,Low latency analytics for streaming traffic data with Apache Spark,"Demand for new efficient methods processing large-scale heterogeneous data in real-time is growing. Currently, one key challenge Big Data performing low-latency analysis with data. In vehicle traffic, continuous high speed streams generate large volumes. Harnessing technologies required to benefit from all the potential this withholds. This work studies state-of-the-art distributed and parallel computing, storage, query ingestion methods, evaluates tools periodical of We also introduce cloud platform ingestion, analysis, storage APIs provide programmable environment analytics system development evaluation.","Analytics, Data-intensive computing, Data mining, Computer science, Throughput, Database, Big data, Latency (engineering), Spark (mathematics), Cloud computing, Data stream mining, Real-time computing",0
Big Data Framework,2023451755,Big data system development: an embedded case study with a global outsourcing firm,"Big data system development is dramatically different from small (traditional, structured) development. At the end of 2014, big deployment still scarce and failures abound. Outsourcing has become main strategy for many enterprises. We therefore selected an outsourcing company who successfully deployed projects our study. Our research results analyzing 10 outsourced provide glimpse into early adopters data, illuminates challenges that stem 5Vs crystallizes importance architecture design choices technology selection. followed collaborative practice (CPR) method to develop validate new method, called BDD. BDD first attempt systematically combine with modeling approaches address challenges. The use reference architectures catalog are advancements methods proving be well-suited","Business, Architecture, Software deployment, Data mining, Big data, Data architecture, Systems architecture, Software architecture, Data modeling, Outsourcing, Systems engineering",0
Efficient Estimation of Word Representations in Vector Space,2120615054,A Convolutional Neural Network for Modelling Sentences,"The ability to accurately represent sentences is central language understanding. We describe convolutional architecture dubbed the Dynamic Convolutional Neural Network (DCNN) that we adopt for semantic modelling of sentences. network uses k-Max Pooling, global pooling operation over linear sequences. handles input varying length and induces feature graph sentence capable explicitly capturing short long-range relations. does not rely on parse tree easily applicable any language. test DCNN in four experiments: small scale binary multi-class sentiment prediction, six-way question classification Twitter prediction by distant supervision. achieves excellent performance first three tasks greater than 25% error reduction last task with respect strongest baseline.","Machine learning, Binary number, Natural language processing, Pooling, Architecture, Artificial intelligence, Convolutional neural network, Parse tree, Computer science, Sentence",0
Big Data Framework,1544148736,BDGS: A Scalable Big Data Generator Suite in Big Data Benchmarking,"Data generation is key issue in big data benchmarking that aims to generate application-specific sets meet the requirements of data. Specifically, generators need scalable (Volume) different types (Variety) under controllable rates (Velocity) while keeping important characteristics raw (Veracity). This gives rise various new challenges about how we design efficiently and successfully. To date, most existing techniques can only limited support specific systems such as Hadoop. Hence develop tool, called Big Generator Suite (BDGS), employing models derived from real preserve veracity. The effectiveness BDGS demonstrated by developing six covering three representative (structured, semi-structured unstructured) sources (text, graph, table data).","Data mining, Data type, Database, Benchmarking, Scalability, Raw data, Data set, Big data, Test data generation, Data modeling, Computer science",0
Reinforcement Learning in First Person Shooter Games,2023790196,Distributed reinforcement learning for a traffic engineering application,"In this paper, the authors describe how distributed reinforcement learning problem, in which returns of many agents are simultaneously updating single shared policy, is addressed by applying novel techniques. traffic simulator used process. Two new algorithms introduced: value function-based algorithm and one that uses direct policy evaluation approach. Both shown to perform comparably well.","Bellman equation, Machine learning, Artificial intelligence, Robot learning, Computer science, Traffic engineering, Reinforcement learning, Traffic simulation",0
Big Data Framework,2069007526,Hourglass: A library for incremental processing on Hadoop,"Hadoop enables processing of large data sets through its relatively easy-to-use semantics. However, jobs are often written inefficiently for tasks that could be computed incrementally due to the burdensome incremental state management programmer. This paper introduces Hourglass, library developing monoid computations on Hadoop. It runs unmodified and provides an accumulator-based interface programmers store use across successive runs; framework ensures only necessary subcomputations performed. is successfully used at LinkedIn, one largest online social networks, many cases in dashboarding machine learning. Hourglass open source freely available.","Computation, Data mining, Machine learning, Artificial intelligence, Database, Computer science, Use case, Big data, Monoid, Hourglass, Programmer, State management",0
Natural Language Interface Using Shallow Parsing.,2069263150,Robustness beyond shallowness: incremental deep parsing,"Robustness is key issue for natural language processing in general and parsing particular, many approaches have been explored the last decade design of robust systems. Among those shallow or partial parsing, which produces minimal incomplete syntactic structures, often an incremental way. We argue that with systematic methodology one can go beyond to deeper analysis, while preserving robustness. describe generic system based on such designed building analyzers tackle linguistic phenomena than traditionally handled by now widespread parsers. The rule formalism allows recognition n-ary relations between words constituents basis global local structural, topological and/or lexical conditions. It offers advantage accepting various types inputs, ranging from raw chunked constituent-marked texts, so instance it be used process existing annotated corpora, perform analysis output parser. has successfully build deep functional dependency parser, as well task co-reference resolution, modular","Natural language processing, Parsing, Parser combinator, Artificial intelligence, Robustness (computer science), Shallow parsing, Ranging, Computer science, S-attributed grammar, Top-down parsing, Bottom-up parsing",0
Big Data Framework,2537316881,Analyzing performance of Apache Tez and MapReduce with hadoop multinode cluster on Amazon cloud,"Big Data is the term used for larger data sets that are very complex and not easily processed by traditional devices. Today need of new technology processing these large sets. Apache Hadoop good option it has many components worked together to make hadoop ecosystem robust efficient. Pig core component accepts tasks in form scripts. To run scripts may use MapReduce or Tez framework. In our previous paper we analyze how two frameworks different from each other on basis some parameters chosen. We compare both theoretical empirical way single node cluster. Here, this try perform analysis multinode cluster which installed at Amazon cloud.","Data mining, Scripting language, Data science, Amazon rainforest, Database, Cloud computing, Data set, Big data, Computer science",0
Efficient Estimation of Word Representations in Vector Space,2164019165,Improving Word Representations via Global Context and Multiple Word Prototypes,"Unsupervised word representations are very useful in NLP tasks both as inputs to learning algorithms and extra features systems. However, most of these models built with only local context one representation per word. This is problematic because words often polysemous global can also provide information for meanings. We present new neural network architecture which 1) learns embeddings that better capture the semantics by incorporating document context, 2) accounts homonymy polysemy multiple introduce dataset human judgments on pairs sentential evaluate our model it, showing outperforms competitive baselines other language models.","Semantics, Word embedding, Natural language processing, Machine learning, Artificial intelligence, Artificial neural network, Architecture, Homonym, Word lists by frequency, Language model, Polysemy, Computer science",0
