query,id,title,abstract,fos,score
natural language interface,1998242118,Efficient indexing and querying of XML data using modified Prüfer sequences,"With the advent of XML as new standard for information representation and exchange, indexing querying data is major concern. In this paper, we propose method representing an document sequence based on variation Prufer sequences. We incorporate components in node encodings such level, number certain kind descendants develop methods holistic processing tree pattern queries. The query involves converting also into performing subsequence matching sequence. establish interesting properties proposed sequencing that give rise to efficient algorithm. stored two level -trees support processing. optimization parent-child axis speed up Our approach does not require any post-processing guarantees results are free false positives duplicates. Experimental show our system performs significantly better than previous systems large cases.","XML Signature, Data mining, Information retrieval, XML database, Computer science, XML schema, Document Structure Description, XML framework, XML validation, Efficient XML Interchange, Simple API for XML",0
natural language interface,1531381759,Natural Language Interface Construction Using Semantic Grammars,"This paper is study on constructing natural language interface to relational databases, which accepts questions as inputs and generates textual responses. The question translated into SQL query using semantic grammar then, database management system left find the result table with its own specialized optimization planning techniques. responses are generated from based another type. Experimental results show that this approach can analyze wide range of high accuracy produce reasonable","Machine learning, Data definition language, Computer science, Universal Networking Language, Semantic computing, View, Natural language processing, Data control language, Natural language user interface, Semantic compression, Query by Example, Artificial intelligence",0
natural language interface,1999680491,Programmatic semantics for natural language interfaces,"An important way of making interfaces usable by non-expert users is to enable the use natural language input, as in query databases, or MUDs and MOOs. When subject matter about procedures, however, we have discovered that can take advantage what call Programmatic Semantics, procedural relations be inferred from linguistic structure. Roughly, nouns interpreted data structures; verbs are functions; adjectives properties. Some forms imply conditionals, loops, recursive structures.We illustrate principles Semantics with description Metafor, ""brainstorming"" editor for programs, analogous an outlining tool prose writing. Metafor interactively converts English sentences partially specified program code, used ""scaffolding"" more detailed program. user study showed capable capturing enough facilitate non-programming beginners' conceptualization programming problems.","Data structure, Conceptualization, Semantics, Noun, Natural language, Natural language user interface, Natural language processing, Natural language programming, Computer science, Programming language, Artificial intelligence, Scaffold",0
natural language interface,2010257138,Lifer: a natural language interface facility,"This note describes LIFER, practical facility for creating natural language interfaces to other computer software. Emphasizing human engineering, LIFER has bundled specification and parsing technology into one convenient package.","Language technology, Natural language, Natural language processing, Artificial intelligence, Computer science, Parsing, Software, Natural language programming, Natural language user interface, Programming language",0
reinforcement learning in video game,2168319199,Qualitative reinforcement learning,"When the transition probabilities and rewards of Markov Decision Process are specified exactly, problem can be solved without any interaction with environment. no such specification is available, agent's only recourse long potentially dangerous exploration. We present framework which allows expert to specify imprecise knowledge in terms stochastic dominance constraints. Our algorithm used find optimal policies for qualitatively problems, or, when solution decrease required amount The algorithm's behavior demonstrated on simulations two classic problems: mountain car ascent cart pole balancing.","Q-learning, Machine learning, Reinforcement learning, Markov decision process, Artificial intelligence, Pattern recognition, Stochastic dominance, Computer science",0
efficient estimation of word representations in vector space,2171714788,Beyond bag of words: image representation in sub-semantic space,"Due to the semantic gap, low-level features are not able semantically represent images well. Besides, traditional related image representation may be cope with large inter class variations and very robust noise. To solve these problems, in this paper, we propose novel method sub-semantic space. First, examplar classifiers trained by separating each training from others serve as weak similarity measurement. Then graph is constructed combining visual of images. We partition into visually similar sub-sets. Each sub-set then used train order separate others. The learned construct space based This only more meaningful but also reliable resistant Finally, make categorization using on several public datasets demonstrate effectiveness proposed method.","Computer vision, Semantic gap, Computer science, Bag-of-words model, Neural coding, Categorization, Machine learning, Partition (number theory), Semantic similarity, Pattern recognition, Artificial intelligence",0
natural language interface,2024437540,Coreference detection in XML metadata,"Preserving data quality is an important issue in collection management. One of the crucial issues hereby detection duplicate objects (called coreferent objects) which describe same entity, but different ways. In this paper we present method for detecting metadata, particular XML schemas. Our approach consists comparing paths from root element to given schema. Each path precisely defines context and location specific Path matching based on comparison steps are composed. The uncertainty about expressed with possibilistic truth values aggregated using Sugeno integral. discovered coreference can help determining","Information retrieval, XML Schema (W3C), XML database, XML Schema Editor, XML framework, Data mining, XML validation, Document Structure Description, Root element, XML schema, Computer science",0
efficient estimation of word representations in vector space,2079949450,Efficient Word Recognition Using a Pixel-Based Dissimilarity Measure,"In this paper, we propose word recognition methodology based on novel size-normalization and pixel-based image dissimilarity measure. As first step, apply new technique using baseline estimation. Starting from those size-normalized images, the difference between two images is calculated an measure curvature estimation integral invariants windowed Hausorff distance. We conducted several experiments comparing with state-of-the-art techniques ground truth data historical book. The prove efficiency of proposed size normalization as well overall sytem.","Computer science, Computer vision, Word error rate, Curvature, Artificial intelligence, Normalization (statistics), Metric (mathematics), Feature extraction, Word recognition, Pixel, Pattern recognition, Ground truth",0
converting word to speech,1515576489,Word-for-word glossing with contextually similar words,"Many corpus-based machine translation systems require parallel corpora. In this paper, we present word-for-word glossing algorithm that requires only source language corpus. To gloss word, first identify its similar words occurred in the same context large We then determine by maximizing similarity between set of contextually and different translations word bilingual thesaurus.","Speech recognition, Natural language processing, Machine translation, Corpus linguistics, Artificial intelligence, Computer science, Text corpus, Gloss (annotation)",0
natural language interface,1999993003,Parser Adaptation and Projection with Quasi-Synchronous Grammar Features,"We connect two scenarios in structured learning: adapting parser trained on one corpus to another annotation style, and projecting syntactic annotations from language another. propose quasi-synchronous grammar (QG) features for these learning tasks. That is, we score aligned pair of source target trees based local the alignment. Our model assigns positive probability any alignment trees, contrast synchronous grammar, which would insist some form structural parallelism.  In monolingual dependency adaptation, achieve high accuracy translating among multiple styles same sentence. On more difficult problem cross-lingual projection, learn by using bilingual text, an English parser, automatic word alignments. experiments show that unsupervised QG projection improves parses only high-precision projected far outperforms, than 35% absolute accuracy, raw target-language text alone. When few parse are available, gives boost equivalent doubling number trees.","Recursive descent parser, Machine learning, Artificial intelligence, Natural language processing, Computer science, Parser combinator, GLR parser, LL grammar, Top-down parsing, Simple LR parser, LL parser, LALR parser, Pattern recognition",0
reinforcement learning in video game,1584307643,High-level reinforcement learning in strategy games,"Video games provide rich testbed for artificial intelligence methods. In particular, creating automated opponents that perform well in strategy is difficult task. For instance, human players rapidly discover and exploit the weaknesses of hard coded strategies. To build better strategies, we suggest reinforcement learning approach policy switches between high-level These strategies are chosen based on different game situations fixed opponent strategy. Our agents able to adapt improve deficiencies as results demonstrate.","Exploit, Hard coding, Artificial intelligence, Turns, rounds and time-keeping systems in games, Machine learning, Reinforcement learning, Computer science, Testbed, Simulation, Adversary",0
reinforcement learning in video game,2402108766,Taming the noise in reinforcement learning via soft updates,"Model-free reinforcement learning algorithms, such as Q-learning, perform poorly in the early stages of noisy environments, because much effort is spent unlearning biased estimates state-action value function. The bias results from selecting, among several estimates, apparent optimum, which may actually be suboptimal. We propose G-learning, new off-policy algorithm that regularizes by penalizing deterministic policies beginning process. show this method reduces value-function estimation, leading to faster convergence optimal and policy. Moreover, G-learning enables natural incorporation prior domain knowledge, when available. stochastic nature also makes it avoid some exploration costs, property usually attributed only on-policy algorithms. illustrate these ideas examples, where significant improvements rate cost","Computer science, Mathematical optimization, Q-learning, Artificial intelligence, Machine learning, Bellman equation, Domain knowledge, Rate of convergence, Convergence (routing), Reinforcement learning",0
natural language interface,2168045271,Lightweight Natural Language Database Interfaces,"Most natural language database interfaces suffer from the translation knowledge portability problem, and are vulnerable to ill-formed questions because of their deep analysis. To alleviate those problems, this paper proposes lightweight approach interfaces, where is semi-automatically acquired user only syntactically analyzed. For acquisition knowledge, first, target reverse-engineered into physical schema on which domain experts annotate linguistic descriptions produce pER (physically-derived Entity-Relationship) schema. Next, schema, initial automatically extracted. Then, it extended with synonyms lexical databases. In stage question answering, constructed then used resolve ambiguities.","Example-based machine translation, Question answering, Computer science, Machine translation, Natural language processing, Database schema, Database, Knowledge acquisition, Lexical database, Artificial intelligence, Computer-assisted translation, Rule-based machine translation",0
converting word to speech,106891448,Co-Training on Textual Documents with a Single Natural Feature Set.,"Co-training is semi-supervised technique that allows classifiers to learn with fewer labelled documents by taking advantage of the more abundant unclassified documents. However, conventional cotraining requires dataset be described two disjoint and natural feature sets are redundantly sufficient. In many practical situations datasets have single set features it not obvious how split into two. This paper investigates performance co-training only one in applications: Web page classification email filtering.","Co-training, Data mining, Information retrieval, Web page, Computer science, Disjoint sets, Email filtering",0
efficient estimation of word representations in vector space,1984621752,Learning an optimal distance metric in a linguistic vector space,"Much natural language processing still depends on the Euclidean distance function between two feature vectors, but suffers from severe defects as to weightings and correlations. In this paper we propose an optimal metric that can be used alternative distance, accommodating problems at same time. This is in sense of global quadratic minimization, obtained clusters training data supervised fashion.We have confirmed effect proposed by sentence retrieval, document K-means clustering general vectorial data. 2006 Wiley Periodicals, Inc. Syst Comp Jpn, 37(9): 12–21, 2006; Published online InterScience (). DOI 10.1002sscj.20533","Artificial intelligence, Machine learning, Intrinsic metric, Metric (mathematics), Jaro–Winkler distance, Minkowski distance, Chebyshev distance, Algorithm, Euclidean distance, Euclidean distance matrix, Computer science, Distance matrix",0
Big data,2394908818,Big Data Quality: A Roadmap for Open Data.,,"Computer science, Data mining, Open data, Big data",0
Big data,2222139884,"Big data, Big bang?","Using random sample consisting of hundreds companies worldwide, we are testing the impact on company performance investing in big data projects targeted three major business domains (namely, customer interface, supply chain and competitors). The test relies so-called trans-logarithmic production function, allowing for more direct complementarity between capital labour investments; further, have used Heckman correction to adjust fact that generally productive than their peers.","Information system, Data science, Data mining, Big Bang, Computer science, Competitor analysis, Sampling (statistics), Heckman correction, Supply chain, Big data, Data analysis",0
efficient estimation of word representations in vector space,2147128996,Automatic Segmentation of MR Brain Images Using Spatial-Varying Gaussian Mixture and Markov Random Field Approach,"We present an automatic segmentation method using the Maximum posterior (MAP)-Markov random field (MRF) framework that possesses regional adaptive capability for of MR brain images with presence noise and intensity inhomogeneity. spatial-varying Gaussian mixture (SVGM) is used to model conditional probability distribution each three tissues (WM, GM CSF), MRF represent prior probabilities. three-component vector consisting spatial information in SVGM such can more complex image characteristics, as The achieved by imposing similarity criterion minimizes variation segmented local regions. Initial parameters are estimated from atlas either expectation maximization (EM) algorithm or modified k-mean (MKM) algorithm, iterated modes (ICM) perform segmentation. estimation ICM alternatively operated until stopping reached. implement validated quantitatively comparing other published classification methods on fifteen simulated twenty vivo volumes same evaluation criteria. Our demonstrates superior performance all cases than two, especially suitable higher complete experiments illustrate incorporations processing into MAP-MRF provide better solution images.","Random field, Image segmentation, Markov random field, Artificial intelligence, Iterated conditional modes, Multivariate random variable, Pattern recognition, k-means clustering, Expectation–maximization algorithm, Estimation theory, Mathematics",0
efficient estimation of word representations in vector space,2507839313,Learning Latent Vector Spaces for Product Search,"We introduce novel latent vector space model that jointly learns the representations of words, e-commerce products and mapping between two without need for explicit annotations. The power lies in its ability to directly discriminative relation particular word. compare our method existing models (LSI, LDA word2vec) evaluate it as feature learning rank setting. Our achieves enhanced performance better product representations. Furthermore, from words benefit errors propagated back during parameter estimation. provide an in-depth analysis analyze structure learned","Discriminative model, Word2vec, Learning to rank, Probabilistic latent semantic analysis, Feature learning, Computer science, Estimation theory, Vector space model, Vector space, Machine learning, Pattern recognition, Artificial intelligence",0
reinforcement learning in video game,1505385280,Reinforcement learning in distributed domains: beyond team games,,"Machine learning, Instance-based learning, Artificial intelligence, Learning classifier system, Active learning (machine learning), Robot learning, Reinforcement learning, Artificial neural network, Wake-sleep algorithm, Computational learning theory, Computer science",0
converting word to speech,2132522631,Time Mapping with Hypergraphs,"Word graphs are able to represent large number of different utterance hypotheses in very compact manner. However, usually they contain huge amount redundancy terms word that cover almost identical intervals time. We address this problem by introducing hypergraphs for speech processing. Hypergraphs can be classified as an extension and charts, their edges possibly having several start end vertices. By converting ordinary one reduce the considerably. define formally, present algorithm convert into state consistency properties combination. Finally, we some empirical results concerning graph size parsing effciency.","Parsing, Vertex (geometry), Speech processing, Discrete mathematics, Redundancy (engineering), Machine learning, Constraint graph, Artificial intelligence, Computer science, Algorithm, Utterance",0
